,title,artist,lyric,genre
160,바삭 바삭,Pretty BG,"바싹한 튀김옷 바라본 나는 말없이
한입에 가득 고소한 그 맛 좋아
오오오오오오오

감칠맛 나는 고소한 향기가
머릿속에서 가득히 번져와
흔들리지 않을게!
바삭바삭 가득히 번져와

바사삭바삭 튀겨낸 고소한 맛
내 입안에 퍼져 행복하게 해
오오오오오오오

친구들과 함께 한 입에 몽땅 쏙
바싹한 맛을 느껴 바로 행복해져

바싹한 튀김옷 바라본 나는 말없이
한입에 가득 고소한 그 맛 좋아
오오오오오오오

감칠맛 나는 고소한 향기가
머릿속에서 가득히 번져와
흔들리지 않을게!
바삭바삭 가득히 퍼져와

바사삭바삭 튀겨낸 고소한 맛
내 입안에 퍼져 행복하게 해
오오오오오오오

친구들과 함께 한 입에 몽땅 쏙
바싹한 맛을 느껴 바로 행복해져

바삭바삭 가득히 번져와

바사삭바삭 튀겨낸 고소한 맛
내 입안에 퍼져 행복하게 해
오오오오오오오

흔들리지 않을게!
바삭바삭 가득히 번져와

흔들리지 않을게!
바삭바삭 가득히 번져와

흔들리지 않을게!
바삭바삭 가득히 번져와

한 입에 몽땅 쏙
바싹한 맛을 느껴 바로 행복해져",dance
161,The Fantasy (Korean ver.),Aria.J (정아리아),"환상을 따라 날아간 나비처럼
자유로웠던 illusion Traveling
조금 더 날아가볼까 저 멀리 더 멀리

환상을 일으킨 치명적 매력속에
우연히 바라본 Shining in the moonlight
그렇게 난 너에게 스며들어 버렸어

너와 걷고 싶었던 몬트리올의 가을을 기억해 눈을 감아도 (감아도)
메이플 트리 아름다웠던 그 환상 oh no no no

I've gotta feeling i'm gonna fly now
do you wanna fly with me (ah ha ha ah)
i know that i can, and i can fly again (yeah)

I've gotta feeling i'm gonna fly now
do you wanna fly with me (ah ha ha ah)
i know that i can, and i can fly again (yeah)

하나 둘 펼쳐진 너라는 큰 오로라
마법같았던 illusion Traveling
조금 더 바라봐볼까 저 하늘 더 높이

너와 걷고 싶었던 몬트리올의 가을을 기억해 눈을 감아도 (감아도)
메이플 트리 아름다웠던 그 환상 oh no no no

I've gotta feeling i'm gonna fly now
do you wanna fly with me (ah ha ha ah)
i know that i can, and i can fly again yeah
(one more time)

I've gotta feeling i'm gonna fly now
do you wanna fly with me (ah ha ha ah)
i know that i can, and i can fly again yeah

너와 걷고 싶었던 몬트리올속 프랑스를 기억해 눈을 감아도(감아도)
메이플 트리 아름다웠던 그 환상",dance
162,Only One,VCHA,"Picture me looking so cute like O M G
Dreaming bout ya
Treasure
Let’s find out what’s buried underneath
When I’m walking through that door I make a scene
I sparkle like it’s too bright to ignore
You’re the only one who’s got my full permission to explore
We both know what we’re thinking
It’s not complicated
I could be the one and only one
I could be your stars moon and your sun
Seven billion people here to love
But you make me feel like the only one
Only one that knows your heart
Your highs Your lows
Only one that knows
The words you’re gonna say before you say em
Only one that knows your kiss
It hits my soul
You make me feel like the only one
My friends are jealous
They say when I’m not with you
I’m a little hellish
S s sorry I’m not sorry
If they hate me
Cause I changed your name in my phone to my baby
When I’m walking through that door I make a scene
I sparkle like it’s too bright to ignore
You’re the only one who’s got my full permission to explore
We both know what we’re thinking
It’s not complicated
I could be the one and only one
I could be your stars moon and your sun
Seven billion people here to love
But you make me feel like the only one
Only one that knows your heart
Your highs Your lows
Only one that knows
The words you’re gonna say before you say em
Only one that knows your kiss
It hits my soul
You make me feel like the only one
Only only only only one
Only only only only one
Only only only only one
Only only only only one
I could be the one and only one
I could be your stars moon and your sun
Seven billion people here to love
But you make me feel like the only one
Only one that knows your heart
Your highs Your lows
Only one that knows
The words you’re gonna say before you say em
Only one that knows your kiss
It hits my soul
You make me feel like the only one
Only only only only one
Only only only only one
Only only only only one
Only only only only one",dance
163,U You,JuwON,"내 사랑은 U U
너만 보면 자꾸 떨려와
내 전부는 U U
내 눈엔 너밖에 안 보여
꿈속에도 U U U
BABY MY LOVE
매일매일 U U U
I JUST WANNA
조금씩 더 천천히
네 사랑에 빠질래

유난히 햇살 좋은 아침
오늘은 그댈 만나는 날
어제부터 골라 놓은
옷들은 참 많은데
뭘 입어야 더 예뻐 보일까

Shining Shining Shining Star
그댄 나의 Super Star
누가 뭐라 해도
뭐라 말을 해도
내 눈엔 다 멋진걸

내 사랑은 U U
너만 보면 자꾸 떨려와
내 전부는 U U
내 눈엔 너밖에 안 보여

꿈속에도 U U U
BABY MY LOVE
매일매일 U U U
I JUST WANNA
조금씩 더 천천히
네 사랑에 빠질래

OH MY BOY OH MY LUV
이제 너를 만나러 가는 길
예쁜 구두 신고 예쁜 치마도 입고
너를 만나면 환하게 웃어 줄 거야

Shining Shining Shining Star
그댄 나의 Super Star
누가 뭐라 해도
뭐라 말을 해도
내 눈엔 다 멋진걸

내 사랑은 U U
너만 보면 자꾸 떨려와
내 전부는 U U
내 눈엔 너밖에 안 보여
꿈속에도 U U U
BABY MY LOVE
매일매일 U U U
I JUST WANNA

조금씩 더 천천히
네 사랑에 빠질래
Chu Chu
네 입술이 다가와
Chu Pop Chu
난 어떡해야 돼

내 사랑은 진짜 너야
내 전부는 진짜 너야
너도 나와 같은지
내 맘과 똑같은지

내 사랑은 U U
너만 보면 자꾸 떨려와
내 전부는 U U
내 눈엔 너 밖에 안 보여
꿈속에도 U U U
BABY MY LOVE
매일매일 U U U
I JUST WANNA
조금씩 더 천천히
네 사랑에 빠질래

나 너만 보면 어떡해
내 가슴이 자꾸 떨려와
나 너만 보면 어떡해
네 사랑이 내게 다가와
하루 종일 너너너 생각할게
봐도 봐도 너너너 보고 싶어
조금씩 더 천천히
네 사랑에 빠질래",dance
164,규태 생일축하노래,축하사절단,"생일축하합니다 생일축하합니다
사랑하는 규태의 생일축하합니다

Happy Birthday 규태
Happy Birthday 규태
Happy Birthday Happy Birthday
Happy Birthday 규태

생일축하합니다 생일축하합니다
사랑하는 규태의 생일축하합니다

Happy Birthday 규태
Happy Birthday 규태
Happy Birthday Happy Birthday
Happy Birthday 규태",dance
165,Think of you makes my heart beat,Dawn City,"Every time I close my eyes, I see your face (see your face)
Your smile, your touch, it takes me to that place (to that place)
I'm falling deeper, can't control the way I feel (the way I feel)
You're the missing puzzle piece that makes me whole and real (whole and real)

Think of you makes my heart beat (ooh-yeah)
Only want you, you're the one (you're the one)
In your arms, I feel complete (complete)
Forever with you, I belong (I belong)

Every time I close my eyes, I see your face (see your face)
Your smile, your touch, it takes me to that place (to that place)
I'm falling deeper, can't control the way I feel (the way I feel)
You're the missing puzzle piece that makes me whole and real (whole and real)

Think of you makes my heart beat (ooh-yeah)
Only want you, you're the one (you're the one)
In your arms, I feel complete (complete)
Forever with you, I belong (I belong)",dance
166,Golden Hour,헤이미쉬 (Heimish),"이제는 내가 될 시간이야
길었던
시간 속 이제 난 펼쳐져
더 이상
움추리지 않고 더 밝게
무너져 버리지 않아
난 더 멀리 더 높이

작은 불꽃이 피어나 나를 녹여
얼었던 마음에 밝은 빛이 비춰
추운 겨울은 물러나 나를 밀어
꽃들이 피어 봄이 내게 왔어

누구보다
빛날 나를
멀리만 느껴진 저 신기루
너무 반짝여
길게 손 뻗으면 잡힐 것 같아!

얘기로만 들었던 금빛 오로라
반짝여
살짝 눈 뜨면
앞에 있을 것 같아
난 매일
꿈꿔왔어
기다려왔어
찬란한 보석처럼 빛날 나를

혹시 이순간이 꿈일까 난 두려워
찬란히 피어날 우리의 이 꿈들을
영원히 간직하고파
너와 함께 하고파!


우리들의 소중한 이 시간들에
그 누구도 그 아무도
더 이상 두렵지 않아
같이 떠나자!
그 어떤 곳이라도
함께 달려가
훨훨 날아보자!

누구보다
빛날 나를
멀리만 느껴진 저 신기루
너무 반짝여
길게 손 뻗으면 잡힐 것 같아!

얘기로만 들었던 금빛 오로라
반짝여
살짝 눈 뜨면
앞에 있을 것 같아
난 매일
꿈꿔왔어
기다려왔어
찬란한 보석처럼 빛날 나를

혹시 이순간이 꿈일까 난 두려워
찬란히 피어날 우리의 이 꿈들을
영원히 간직하고파
너와 함께 하고파!

내가 바란
무지개 빛
그 속으로
달려가자
그 어떤 것 보다도
다른 누구도 아닌 바로 나야

얘기로만 들었던 금빛 오로라
반짝여
살짝 눈 뜨면
앞에 있을 것 같아
난 매일
꿈꿔왔어
기다려왔어
찬란한 보석처럼 빛날 나를

혹시 이순간이 꿈일까 난 두려워
찬란히 피어날 우리의 이 꿈들을
영원히 간직하고파
너와 함께 하고파!",dance
167,Rooftop,유아 (오마이걸),"I'm on the rooftop
발밑이 (아찔) 까마득한 이 높이 (watch it)
불빛 가득한 빌딩들의 숲 (Oh It's my avenue)
난 지금 꿈과 현실 그 어디쯤 몸을 걸친
옥상 위 난간 끝의 bird (Lil bird)

Yeah 위태롭고 위험해도
위대하고 위엄 있게
한 발 두 발 걸어 on this rooftop (oh)
어디선가 들려오는 melody, symphony
다시 한번 눈을 감아 play it

I can I trust myself
별들이 박힌 note
그 꿈들에 난 닿고 싶어 (I'm getting closer)

Yeah, I'm a little bird in the cage (in the cage)
쉽게 이해할 수 없지 나란 애 (Oh no, you can't)
난 지금 너무 행복하긴 해 (No-o)
Oh 그래서 널 떠나려고 해 (You don't understand)

On the rooftop
안녕, 그럼 이만
On the rooftop
Oh 그래서 널 떠나려고 해

쉿, 밤마다 아무도 몰래
외줄을 타 넌 봤을까
내게는 그 순간이 세상 가장 자유롭지
드높은 새장 위의 bird

This beautiful world
도시와 나
저 구름과 달
그 어디에도 영원토록 머물 순 없어

Yeah, I'm a little bird in the cage (in the cage)
쉽게 이해할 수 없지 나란 애 (Oh no, you can't)
난 지금 너무 행복하긴 해 (No-o)
Oh 그래서 널 떠나려고 해 (You don't understand)

On the rooftop

안녕, 그럼 이만
On the rooftop
Oh 그래서 널 떠나려고 해

너의 품 안에서
매일 평온함을 느껴도
가끔 숨이 막혀와
어쩜 그냥 난 난 이렇게 생겨먹은 건지도
내 맘 어디도
속할 수 없게 (Don't find me)

Yeah, I'm a little bird in the cage (in the cage)
쉽게 이해할 수 없지 나란 애 (Oh no, you can't)
난 지금 너무 행복하긴 해
Oh 그래서 널 떠나려고 해

On the rooftop
안녕, 그럼 이만
On the rooftop
Oh 그래서 널 떠나려고 해

On the, on the, on the rooftop
On the, on the, on the rooftop",dance
168,HEYDAY,XODIAC,"한편의 영화처럼
다시 새겨질 우리
늘 생각해 YEAH
As l wish, 온종일
내 맘 뜻대로 되진 않아
너와 함께 라면 나는 (WOH-OH)
눈부신 햇살과
푸른 하늘을 걷는 나
그 어디라도
저 별까지 GO
Far away

I'm running into the crown
I'm soaring with my sound
더 번져 어느새 맘에 짙은 향기
더 찬란한 rainbow
Catch me with the show, right now
Please, tell me, show me how you know
Just let it go

지금 이 순간
Oh delight remember
준비된 wonder time
I wanna make you mine
이 무대속에
Turning my music 매 순간
더 빠져들어
Let us savour the days to come
Take me back to blissful showtime

기억해 우리 만의
(HEYDAY! HEYDAY! HEYDAY!)
우리함께 보내는
(HEYDAY! HEYDAY! HEYDAY!)
찬란했던 나의 맘을 열어
(Just dance! Just dance! Just dance!)
영원을 약속해 우리의
You’re the bliss of my life

Oh 시작이란 첫걸음에 난 막 설레
우린 Galaxy란 작품속에 가장 빛날 XODIAC
별들을 따라서 비틀대며 반짝
아홉 가지 빛을 내며 온 세상을 비춰 BABY
You got me feeling carefree now
I wanna dance some more 계속해서
Oh man, 불장난 같은건
Just one chance, don't let it slip away

I'm running into the crown
I'm soaring with my sound
더 번져 어느새 맘에 짙은 향기
더 찬란한 rainbow
Catch me with the show, right now
Please, tell me, show me how you know
Just let it go

지금 이 순간
Oh delight remember
준비된 wonder time
I wanna make you mine
이 무대속에
Turning my music 매 순간
더 빠져들어
Let us savour the days to come
Take me back to blissful showtime

기억해 우리 만의
(HEYDAY! HEYDAY! HEYDAY!)
우리함께 보내는
(HEYDAY! HEYDAY! HEYDAY!)
찬란했던 나의 맘을 열어
(Just dance! Just dance! Just dance!)
영원을 약속해 우리의
You’re the bliss of my life

불어와 저녁 바람
한결같은 저 파란
하늘 속 follow me
점점 날아
(늘 변치 않도록 할께)

기억해 우리 만의
(HEYDAY! HEYDAY! HEYDAY!)
우리함께 보내는
(HEYDAY! HEYDAY! HEYDAY!)
찬란했던 나의 맘을 열어
(Just dance! Just dance! Just dance!)
영원을 약속해 우리의
You’re the bliss of my life",dance
169,끝이 없는 영화처럼,영주,"난 언제나 그랬듯이, 이 적막에 익숙해져
무심하게 들어오는 찬 바람에 틈을 막아

그댄 끝이 없는 영화처럼
마침표를 내 곁에 둬
이젠 끝을 낼 거야
수많은 날과, 그 흘려버린 아픔까지도
다 내버려둬
너는 지겨울 테니

더는 내게 오지 않고, 기다림도 익숙해져
더 차갑게 굳어버린 내 마음도 몸을 숨겨

사랑은 여전히 외롭고
오지 않을 마음을 기대했었던 나

그댄 끝이 없는 영화처럼
마침표를 내 곁에 둬
이젠 끝을 내야 해
수많은 날과, 그 흘려버린 아픔까지도
다 내버려둬
너는 지겨울 테니

따스한 햇살과 하늘의 별들까지도 우릴 비추던 날
네가 내게 사랑을 전했던 날
그래 끝이 없는 영화처럼 마침표는 나에게 줘
이제 끝을 내볼게
수많은 날과, 그 흘려버린 아픔까지도 다 내버려둬
너는 지겨울 테니",balad
170,보고싶다 벌써,박보람,"밤은 깊어져가고
취기는 더 오르고
눈앞이 비틀대고
말끝은 흐려지고

방금 전에
들린 그 말
헤어지자는 말

거짓말 거짓말
그럴 리 없잖아

사랑이 끝난 거래
이제 그만하재 여자로 안 보인데

식어가고 있다 말이라도 하지
갑작스러운 이별 더 막막하잖아

헤어져 한마디면
헤어질 사인가 보고 싶다 벌써

어떻게 그래 어떻게 그렇게 나빠
입술로 마신 술이 눈가에 차올라

거리에 흘러나온
이별 노래가 들려

잊으려고 해봐도
쉽게 못 잊는데

우리 얘기도 뻔한 얘기라
공감 하는 가봐

아프다 이토록 아플 줄 몰랐어

사랑이 끝난 거래
이제 그만하재 여자로 안 보인데

식어가고 있다 말이라도 하지
갑작스러운 이별 더 막막하잖아

헤어져 한마디면 헤어질 사인가
보고 싶다 벌써

어떻게 그래 어떻게 그렇게 나빠
입술로 마신 술이 눈가에 차올라

지금 당장 여기로
데리러 와

내가 취하면
달려오던 너잖아

네 사랑이 필요해 난
헤어질 수 없어

집으로 가는 길이 오늘따라 길어
한 걸음이 아파

어떻게 잊어 어떻게 지워 너를
눈가에 고인 술이 흘러내려",balad
171,사랑인 것 같아,에이블(Able),"사랑에 빠진 것 같아 널 볼 때
두근거리는 소리가 더 커져
부드러운 눈빛이 나를 향하면
중심을 못 잡겠어

너는 이런 내 맘 모르겠지
소심하게 한마디 툭 건네며
조금씩 다가가 내 생각나게끔
서서히 다가갈 거야

나 지금 너에게 몰래 고백할게
너는 내 맘 전혀 알지 못하지만
조금은 소심한 나여서 그래
그래도 난 널 좋아해 사랑인 것 같아

눈이 마주칠 때마다 떨려와
너는 나를 어떻게 생각할까
조금씩 다가와 내 맘을 알아줘
너에게 전해줄 거야

나 지금 너에게 몰래 고백할게
너는 내 맘 전혀 알지 못하지만
조금은 소심한 나여서 그래
그래도 난 널 좋아해 사랑인 것 같아

혼자라는 생각이 들 땐
너에게 위로받고 싶어져 나
뜬금없이 전화한다면
놀라지 말아 줘 너 말이야

나 지금 용기 내 네게 다가갈게
이런 내 맘 모른척하지 말아 줘
조금 더 다가가 속삭여줄게
여전히 난 널 좋아해 사랑인 것 같아

사랑인 것 같아",balad
172,넌 기쁨이자 행운이야 (Piano by 임인건),슬기 (SEULGI),"넓고 푸르른 하늘이 이불이 되어 너는 편히 꿈꾸렴
즐거웠던 날의 기억 두 눈을 감고 새겨 놓을 수 있게

넌 기쁨이자 행운이야 초라하던 내 삶의 빛이야
떠나가는 그날에 나만 안 울면 모든 게 다 괜찮을 텐데

사랑받은 만큼 사랑을 주고 가끔은 그 마음 그리워도 하고
사랑했던 그 얼굴 초록빛 가득 머금은 꿈 꿔라

행복 주는 보물이란 네 이름처럼 난 참 행복했었지
이제는 길고 먼 여행 떠날 너의 행복을 나는 응원해

넌 기쁨이자 행운이야 지쳐있던 모든 이의 꿈이야
떠나가는 그날에 나만 안 울면 모든 게 다 괜찮을 텐데

사랑받은 만큼 사랑을 주고 가끔은 그 마음 그리워도 하고
사랑했던 그 모습 누구보다 더 많은 사랑을 주어라

네가 잠시 머문 그 자리에 서서 언제까지 너를 기다릴게
내 걱정 말고 넌 행복해라 너의 이야기는 처음부터
해피엔딩",balad
173,어떤 말도 우릴 설명할 수 없죠,주예인,"오늘 밤 우리의 사랑이 끝난다면
어떤 모습일까
너와 나의 계절이 흩어져 사라지면
눈부신 우리들의 기억이

오늘이 지나고 내일이 되면 다시 찾을 수 있을까
차마 더는 보고 싶다고 할 수도 없는
이런 나의 마음을 그대 알아줄까요

어떤 말도 우릴 설명할 수 없죠
시간이 흘러도
밤새 나누던 얘기 함께 나눴던 약속들도
그저 기억해 주길 바라요

수많은 계절을 보내고 나면
그땐 놓을 수 있을까 우릴
문득 그대 보고 싶어지는 날엔
쏟아지는 생각에 그냥 울고만 싶죠

어떤 말도 우릴 설명할 수 없죠
시간이 흘러도
밤새 나누던 얘기 함께 나눴던 약속들도
오래 기억해 주길 바랄게요

우리의 색이 바래져가도
사랑한 순간만큼 내가 모두 담아 갈게요
우리의 모든 시간들을
그댈 기억할게요",balad
174,너로 가득 찼었던,노랑 (Yellow),"참 힘들었어 너와 헤어지고
수많은 날이 지나도
여전히 니가 그립고 보고 싶어
아직 너를 사랑해

하나부터 열까지 너로 가득 찼었던
내 맘 비우는 게 어려워
너를 미워하는 게 차라리 쉬울 것 같아
그만큼 너를 사랑한 내가 미워


참 행복했어 너와 함께했던
아름다웠던 날들이
그래서 아직 보내지 못하는 걸
지울 수가 없는 널

하나부터 열까지 너로 가득 찼었던
내 맘 비우는 게 어려워
너를 미워하는 게 차라리 쉬울 것 같아
그만큼 너를 사랑한 내가 미워

그날의 공기도 이렇게 선명한데
내 눈물 닦으며 안아주던 너

처음부터 끝까지 너로 물들었었던
내 맘 지우는 게 어려워
나를 미워하는 게 차라리 쉬울 것 같아
그만큼 너를 사랑한 내 죄니까",balad
175,두 눈을 마주 보아요,리디아 (Lydia),"가만히 두 눈을 마주 보아요
살며시 두 손을 마주 잡아요
보면 볼수록 더 빠져드는 너의 미소
이대로 영원히 곁에 있어요 지켜줄게요
하나뿐인 내 사랑 오직 그대뿐인 걸요

그대의 속삭임 작은 움직임 하나까지
내 맘을 두근두근 설레게 하네

말하지 않아도 내 맘 다 알아 주는
너를 보면 마음이 몽글해져

가만히 두 눈을 마주 보아요
살며시 두 손을 마주 잡아요
보면 볼수록 더 빠져드는 너의 미소
이대로 영원히 곁에 있어요 지켜줄게요
하나뿐인 내 사랑 오직 그대뿐인 걸요

조금 더 가까이 조금 더 오랜 시간을
곁에서 마음을 나누고 싶은 거야
어디서부턴지 언제부터 인 건지
중요하지 않아요 그 모든 게

가만히 두 눈을 마주 보아요
살며시 두 손을 마주 잡아요
보면 볼수록 더 빠져드는 너의 미소
이대로 영원히 곁에 있어요 지켜줄게요
하나뿐인 내 사랑 오직 그대뿐인 걸요

다 가진 것 같아 세상 모든 게
내 것만 같이 느껴져

가만히 두 눈을 마주 보아요
살며시 두 손을 마주 잡아요
보면 볼수록 더 빠져드는 너의 미소
이대로 영원히 곁에 있어요 지켜줄게요
하나뿐인 내 사랑 오직 그대뿐인 걸요",balad
176,사랑해서 놓아준다는 말은 다 거짓말이야,라밋(Ramit),"그런 게 어딨어 어떻게 사랑하는데
그만할 수 있어 그게 내 맘대로 되는 게 아닌데

애초에 사랑하지 않았던 건 아닐까 다시 한번 생각해 보자
왜 그래 정말 이대로 끝은 아니잖아 믿을 수 믿기도 싫은데

사랑해서 놓아준다는 말은 다 거짓말이야 네 맘 편하자고 그렇게 하는 건
아니 내가 떠나줄까 하는 네 마음 알기 싫은데 끝이구나 싶어

애초에 만나지 말걸 그랬어 정말 다시 한번 생각해 보자
왜 그래 정말 이대로 끝은 아니잖아 믿을 수 믿기도 싫은데

사랑해서 놓아준다는 말은 다 거짓말이야 네 맘 편하자고 그렇게 하는 건
아니 내가 떠나줄까 하는 네 마음 알기 싫은데 끝이구나 싶어

그래 이렇게까지 내 맘 전하는데 안되겠단 니 맘 어쩌겠어 내가
마지막으로 별 의미 없어도 있는 것처럼 한 번만 날 안아주겠니

사랑해서 놓아준다는 말은 다 거짓말이야 네 맘 편하자고 그렇게 하는 건
아니 내가 떠나줄까 하는 네 마음 알기 싫은데 끝이구나 싶어",balad
177,설중화(雪中花) (With 밴드경지),멜로틱,"추운 겨울 피어난 꽃 한 송이가
그대를 닮았죠
시리도록 차가운 절망 끝에서
그대 닮은 꽃 환하게 빛나요

밤하늘 아래 어딘가에 그대가
나를 그리며 서 있을 텐데
슬픔에 젖은 남한산성 달 너머로
나의 그리움 담아 전해요

달빛 아래 떨어진 꽃 한 송이가
나에게 다가와
얼어붙은 마음을 녹여 주네요
날 안아주던 그대의 품처럼

밤하늘 아래 어딘가에 그대가
날 기다리며 서 있을 테죠
눈물에 젖은 남한산성 달 너머로
나의 마음을 담아 전해요

언젠가 우리가 다시 만난다면
그대 손 잡고서 놓지 않을래요

두 눈 감으면 그대 모습 보여요
손을 내밀면 잡힐 듯하죠
눈물에 젖은 남한산성 달 너머로
나의 마음을 담아 전해요
우린 다시 만날 거예요",balad
178,고백의 순간,basicsummitproject,"마음 깊은 곳의 말을 꺼내 볼까
떨리는 순간, 고백의 시작
조심스레 너에게 다가가
오늘, 이 말 전하고 싶어

거리를 걷다 너의 손짓에
세상이 멈춘 듯한 기분이야
흔들리는 나뭇잎 사이로
너의 미소가 내 마음을 비춰

마음 깊은 곳의 말을 꺼내 볼까
떨리는 순간, 고백의 시작
조심스레 너에게 다가가
오늘, 이 말 전하고 싶어

달빛 아래서 너를 바라보며
숨겨왔던 말을 속삭이네
너와 함께라면 어디든 좋아
이 마음, 영원히 변치 않아

마음 깊은 곳의 말을 꺼내 볼까
떨리는 순간, 고백의 시작
조심스레 너에게 다가가
오늘, 이 말 전하고 싶어

너에게 전한 내 마음
바람처럼 가볍게 퍼져가
너와 나, 이 순간을 기억하며
함께 걸어가는 새로운 길에
사랑만이 남아 설레게 해
설레게 해",balad
179,이별,한정우,"처음에 이별이란게 이렇게 내게 아픔을 줄지 몰랐는데
이렇게 눈물이 많은줄도 몰랐었는데
웃음이 없는줄 알았던 내게 먼저 미소를 건네준 너라서
너와의 시간이 너무 생각이 나는걸

이별 한후 나도 내 모든 시간을 어떻게 써야할지 모른단 말야
이제는 생각하기 싫은데 첫사랑인 네가 계속생각나

너가 그리워 다정했던 우리가 이제는 서로 남이됐다니
복잡해 정리 한번해볼게 이제 그만 잊어보도록 할게
그래도 하나 기억해줘 난 아직 너를 그리워한단걸
마지막 이별하던 그 순간 내게 돌아온다면 다시 한번 너를 붙잡고 싶어

이별 한 후 나도 내 모든 시간을 어떻게 써야할지 모른단 말야
이제는 생각하기 싫은데 첫사랑인 네가 계속 생각나

너가 그리워 다정했던 우리가 이제는 서로 남이됐다니
복잡해 정리 한번해볼게 이제 그만 잊어보도록 할게
그래도 하나 기억해줘 난 아직 너를 그리워한단걸
마지막 이별하던 그 순간 내게 돌아온다면 다시 한번 너를 붙잡고 싶어",balad
180,심해 (deep sea),김태련,"아무도 찾아오지 않는 곳
어둠을 향해 뱉는 나의 언어들은
작은 공기방울이 되어
어딘가로 사라지네

하고싶은 말들이 너무 많아
그 말들이 무거워
저 깊은 바닷속으로
가라앉아 버린
나의 작은 배는
까만 물 아래 가만히
음-음


작은 공기방울이 되어
어딘가로 사라지네
음―

(사라지네
사라지네
바다가 되네)

하고싶은 말들이 너무 많아
그 말들이 무거워
저 깊은 바닷속으로
가라앉아 버린 ―
가라앉아 버린 ―
가라앉아 버린",balad
181,잠시 피었다 지는 벚꽃처럼 (Feat. 은민),2YM,"벚꽃이 피는 계절이 오면
우린 행복해질 거라 믿었어
분홍빛으로 물든 나무를 보면 너의
수줍은 얼굴이 떠올라

벚꽃이 피는 계절이 가고
한순간 시들어버린 너의 마음
아름다웠던 짧은 시간을 뒤로 한 채로
우린 멀어져 버렸어

잠시 피었다 지는 벚꽃처럼
우리도 그랬었나 봐
예뻤던 사랑도 금방 져버렸어
영원할 것 같던 우리의 약속마저도
우리 사랑은 벚꽃과도 같았어


너에겐 사랑이 쉬웠니
짧은 시간에 내가 다 잊혀 질 만큼
난 지금도 네가 자꾸만 생각나는데
넌 아무렇지 않나 봐

잠시 피었다 지는 벚꽃처럼
우리도 그랬었나 봐
예뻤던 사랑도 금방 져버렸어
영원할 것 같던 우리의 약속마저도
우리 사랑은 벚꽃과도 같았어

하지만 그 자리에 다시 피는 것처럼
우리도 다시 만날 수 있지 않을까
난 그때 그 자리에 아직 있는데
너도 나와 같을까

영원할 것 같던 우리의 약속마저도
우리 사랑은 벚꽃과도 같았어",balad
182,넌 내겐 많은 의미야,이다하,"날 보는 투명한 너의 눈빛에
내 마음도 비쳐질 것 같아
나란히 걷는 지금 이 순간만큼
너도 나와 같길 기도하고 있어

살며시 그리움이 불어와
난 조금씩 너에게 다 가고 있어

넌 내겐 너무 많은 의미야
나의 작은 일상 속에 찾아와
송두리째 흔들고는
해맑게 웃으며 안부를 묻는
네가 또 난 미워져

어제는 온종일 네 생각만
나의 시간은 멈춰져 있어
온전히 나의 너를 향한 마음을
수없이 고민해 그리고 또 확인해

점점 더 피어나는 내 맘이
난 조금씩 너에게 다 가고 있어

넌 내겐 너무 많은 의미야
나의 작은 일상 속에 찾아와
송두리째 흔들고는
해맑게 웃으며 안부를 묻는
네가 또 난 미워져

솔직하지 못한 내 마음에 용기를 내볼게
너의 앞에 당당히 마주 보고
네 곁에 내가 있어 줄게

넌 내겐 너무 많은 의미야
나의 작은 일상 속에 찾아와
송두리째 흔들고는
해맑게 웃으며 안부를 묻는
네 모습이 난 좋아",balad
183,우리 꼭 다시 만나자 (Feat. 숨비),프로젝트 연,"피어오르지 못한
노란 꽃들이
봄바람 따라서
살랑거리는 그날에
침묵해야만 했던
거센 파도가
생기를 머금고
철썩 거리는 그날에

바람이 되고
파도가 되는 그날에
갈대가 되고
오름이 되는 그날에

우리 꼭 다시 만나자
우리 꼭 다시 만나자

붉은빛 불타오르던
한라산이
샛바람 따라서
넘실 거리는 그날에
통곡의 세월을 견뎌낸
붉은 동백 꽃
봉우리째 떨어지는
찬란한 그날에

바람이 되고
파도가 되는 그날에
갈대가 되고
오름이 되는 그날에

우리 꼭 다시 만나자 우리 꼭 다시 만나자
우리 꼭 다시 만나자 우리 꼭 다시 만나자

우 우우 우우우
우 우우 우
우 우우 우우우
우 우우 우

우리 꼭 다시 만나자 우리 꼭 다시 만나자
우리 꼭 다시 만나자 우리 꼭 다시 만나자
우리 꼭 다시 만나자 우리 꼭 다시 만나자
우리 꼭 다시 만나자 우리 꼭 다시 만나자",balad
