,Unnamed: 0,title,artist,lyric,genre
70,70,Fallin',홍이삭,"너무도 완벽한
너와 그 모든 순간
내겐 가장 빛나던 하루

무수히 많았던
지나온 많은 시간
오로지 그 기억엔 너뿐

오직 피어나, 내 맘
그대라는 들판 위에서만

I'm fallin'
I'm fallin'
지금 이순간 조차
더 깊이 너에게
떨어져 난

You said to me
you told me,
Never going anywhere from me
너없인 아무것도 아닌 나
Falling, Falling, I'm Falling every night and day

뜨겁게 안을게
가득히 마음 담아
처음 그순간 처럼 다시

흐릿한 기억 하나 둘
조금씩 선명하게 기억이나

I'm fallin'
I'm fallin'
지금 이순간 조차
더 깊이, 너에게
떨어져 난

You said to me
you told me,
never going anywhere from me
너없인 아무것도 아닌 나

더 못한 내 마음 표현을
앞으로 남은 모든날
아끼지 않고 너에게 할게

I'm fallin'
I'm fallin'
I hold you
in my heart

I'm fallin'
I'm fallin'
다시한번 너에게
떨어져 내맘",balad
71,71,귀머거리 인생 (A deaf life),사비나앤드론즈,"I stand, curious, in overdrive
The ocean, came here to depart.
And I said, 'It's cold, So cold outside.'
The ocean's breath, I called it pain,

And you with every color, echo, still on mine.
When you became the shadow, in the cold, ever colder
Gone, with every passing day.

I stand, searching, in moonlit tide,
The waves arrive, ready to hide it.
And I said, 'It's deep, so deep inside.
The ocean's whispers, called them pain,

And you, mirroring hues, echo same as mine.
It’s becoming through the shadow, in the night, ever colder
Lost, with every passing day

I’ve been through shadow with ocean breath
It comes out with everlasting moments
I lay in the bathtub and dropped my ear
It fell into the sewer and flowed in the waves

Everyone called me
(With every color)
The shadow’s dream
(Oh my deaf life)

Everyone called me
(With every color)
The shadow’s dream
Everyone called me",balad
72,72,종이학,주원탁(JUWONTAK),"나 너를 알고 사랑을 알고
종이학 슬픈 꿈을 알게 되었네

어느날 나의 손에 주었던
키 작은 종이학 한 마리

천번을 접어야만 학이 되는 사연을
나에게 전해주면 울먹이던 너

못다했던 우리들의 사랑노래가
외로운 이 밤도 저 하늘 별 되어
아픈 내 가슴에 맺힌다

천번을 접어야만 학이 되는 사연을
나에게 전해주며 울먹이던 너
못다했던 우리들의 사랑노래가
외로운 이 밤도 저 하늘 별 되어
아픈 내 가슴에 맺힌다

나 너를 알고 사랑을 알고
종이학 슬픈 꿈을 알게 되었네

어느날 나의 손에 주었던
키 작은 종이학 한 마리",balad
73,73,보고싶어라,빨간의자,"바람이 너무 좋아서
걷고 싶다는 핑계를 꺼내보며
모른 척 따라나서주는
너의 배려에 한참 웃곤 했어

다정히 이름을 불러
알게 해준 행복이라 참 고마워

보고 싶어라 너의 기억에 머물러
불현듯 떠올라 머물고 싶어라
어느새 스며들어 모두 내가 되어
너의 하루를 함께 하고 싶어라

보고 싶어라 네 생각에 잠기어
붉어진 마음에 담기고 싶어라
작은 행복이 되어 겹겹이 쌓이어서
머물고 싶어라


나란히 발을 맞추며
느껴지는 너의 시선에 설레어
망설이다가 내일 또보잔
인사를 하고 돌아서면

보고 싶어라 너의 기억에 머물러
불현듯 떠올라 머물고 싶어라
어느새 스며들어 모두 내가 되어
너의 하루를 함께 하고 싶어라

보고 싶어라 네 생각에 잠기어
붉어진 마음에 담기고 싶어라
작은 행복이 되어 겹겹이 쌓이어서
머물고 싶어라",balad
74,74,우리 사이에,이인규,"우리 사이에 느리고
오랜 슬픔이 그리고 우울이
나를 괴롭히는 건 생각을
멈출 수 없는 나인 것 같아


원하지 않는 시간에 눈을 뜨고
꿈이 가득한 밤들을 건너가고
나는 언제쯤 너를
내보낼 수 있을지
매일 왜 이러는 건지


비가 내리면 어김없이 찾아와
돌이킬 수 없는 일들을 생각해
너무 멀리 온 건지
아니면 우린 아직 닿지 않은 건지


어제오늘 그리고 내일도
너를 생각하는 소리만 가득해
침묵이 어지러워
맘에도 없는 말이
자꾸 떠오르는 걸
오늘도 그렇게


낡은 기억 저편에서 새어 나온
선명한 너의 말들을 또 곱씹고
나는 또 상처받고
다시 또 위로받고
매일 왜 이러는 건지


비가 내리면 어김없이 찾아와
돌이킬 수 없는 일들을 생각해
너무 멀리 온 건지
아니면 우린 아직 닿지 않은 건지


어제오늘 그리고 내일도
너를 생각하는 소리만 가득해
침묵이 어지러워
맘에도 없는 말이
자꾸 떠오르는 걸
멈출 수 없겠지",balad
75,75,밤하늘,iWE,"어두운 밤 저 끝에
반짝이는 별 하나
또르륵 또륵 쏟아져 내린다 또륵 또륵
어두운 밤 어딘가
들려오는 빗소리
또르륵 또륵 떨어져 내린다 또륵 또륵
모두가 곤히 잠들어있는 이 시간
나홀로 바라본 까만 밤속에
별 하나 지금도 반짝반짝 빛난다
또륵 또륵 또륵

모두가 곤히 잠들어있는 이 시간
나홀로 바라본 까만 밤속에
별 하나 지금도 반짝반짝 빛난다
또륵 또륵 또륵",balad
76,76,새로운 길,이혁재,"내를 건너서 숲으로
고개를 넘어서 마을로
어제도 가고 오늘도 갈
나의 길
내를 건너서 숲으로
고개를 넘어서 마을로
어제도 가고 오늘도 갈
새로운 길
민들레가 피고 까치가 날고
아가씨가 지나고 바람 일고
나의 길은 언제나 새로운 길
오늘도, 내일도
나의 길은 언제나 새로운 길
오늘도, 내일도
나의 길은 언제나 새로운 길
오늘도, 내일도
오늘도
내일도
오늘도, 내일도",balad
77,77,"만일, 다시태어난다면",최자유,"만일 다시 태어난다면
나 하나 바라는 게 있죠
키가 크지 않아도 되고
조금 더뎌도 나는 좋아요
다시 삶이 주어진다면
그때는 멋진 어른 되어
조금만 더 빨리 철들어
껴 안아 주고픈 사람 있어요
어린 맘이
괴로울 때
당신은 더 강하길 바랬고
나보다 깊은
상처를 외면한 채
그댈 탓 하기만했죠
만일 다시 태어난다면
그대와 함께 살고 싶죠
부자집도 아녀도 되고
지금처럼도 나는 좋아요
(간주중)
어린맘이
괴로울 때
당신은 더 강하길 바랬고
나보다 깊은
상처를 외면한 채
그댈 탓 하기만했죠
주말 아침이 오면
그대와 나란히 두 손 잡고
도란도란 이야기하며
함께 걷는 게 나는 좋아요
그러니까 다시 만나도
난 그대 아들이 되고 싶어요
너무 노여워 하진 말아요",balad
78,78,I 봄 U (Feat. 럽리),크로키오(crockyO),"그날은 비가 왔으면 안됐어
우산이 하나만 있었으면 안됐어
같이 쓰자고 말을 걸지
말았어야 했어

밖으로 털레털레 나오지 말았어야 했어
너의 그 눈망울을 바라보지 말았어야 했어

우리는 사랑하면 안 됐어
네 손을 잡았으면 안됐어
우리가 입을 맞추고 하루를 몽땅 함께했음 안됐어

사랑하면 안됐어
모른채 지나갔어야 했어
우리는 사랑하면 안됐어
이렇게 무서운 건줄 몰랐어

난 바보가 됐어 난 바보가 됐어
내 머리 속에 온통 꽃이 피어버렸어
난 바보가 됐어 난 바보가 됐어
내 머리 속에 온통 꽃이 피어버렸어

그날은 비가 왔으면 안됐어
우산을 가지고 나왔어야만 했어
너의 그 목소리에 설레지
말았어야 했어

우리는 사랑하면 안 됐어
네 손을 잡았으면 안됐어
우리가 입을 맞추고 하루를 몽땅 함께했음 안됐어

사랑하면 안됐어
모른채 지나갔어야 했어
우리는 사랑하면 안됐어
이렇게 무서운 건줄 몰랐어

난 바보가 됐어 난 바보가 됐어
내 머리 속에 온통 꽃이 피어버렸어",balad
79,79,그래도 우리는,오작뮤,"모든 게 다 꿈 같던 그런 때가 있었어
즐거웠던 시간도 괴로웠던 시간도
모든 게 잘 될 거야 믿던 때가 있었어
그럴 수는 없단 걸 금방 알게 됐지만

깊은 바다 같은 이 고통 속에서
잡아달란 목소리도 나오지가 않아
힘든 오늘 다음에 힘든 내일이라면
이제 그만 쉬고 싶지만

그래도 살아가야지 기어코 이겨내야지
어느새 아문 상처 안고서
우리 사랑했기에 따라온 아픔정도는
이길 수 있어 외면하지 않고 기억할게

그래도 살아가야지 다시 오늘도 내일도
어느새 아문 흉터 안고서
우리 살아가야 해 지금껏 견뎌온 이유
지금 내 옆에 노래하고 있으니

모든 게 다 미웠던 그런 때가 있었어
도와줄 수 없다고 스스로 문을 닫았지
모든 게 다 답답한 그런 때가 있었어
힘이 되고 싶은데 무력하기만 했지

깊은 바다 같은 이 고통 속에서
잡아달란 목소리도 나오지가 않아
힘든 오늘 다음에 힘든 내일이라면
이제 그만 쉬고 싶지만

그래도 살아가야지 기어코 이겨내야지
어느새 아문 상처 안고서
우리 사랑했기에 따라온 아픔정도는
이길 수 있어 외면하지 않고 기억할게

그래도 살아가야지 다시 오늘도 내일도
어느새 아문 흉터 안고서
우리 살아가야 해 지금껏 견뎌온 이유
지금 내 옆에 노래하고 있으니

나 많은 걸 바랬나 생각해봐도
나한테 너무 과한 꿈인가 생각해봐도
희망을 차마 놓을 순 없어
평범함이 나에겐 욕심일까

그래도 살아가야지 기어코 이겨내야지
어느새 아문 상처 안고서
우리 사랑했기에 따라온 아픔정도는
이길 수 있어 외면하지 않고 기억할게

그래도 살아가야지 다시 오늘도 내일도
어느새 아문 흉터 안고서
우리 살아가야 해 지금껏 견뎌온 이유
지금 내 옆에 노래하고 있으니",balad
80,80,너랑은,여경,"너랑 있으면
자연스레 웃고있어
너랑 있으면
난 너무 행복해

오래 붙어 있고 싶은데
우린 안되겠지
오래 같이 있고 싶은데
그럼 안되겠지

나 지금 많이 흔들려
안될거 알면서도 너에게 가고싶어
지금 많이 어지러워
바라만 봐야하는 지금이 너무 싫어

다시 내 앞에
나타나줬으면 좋겠어
너라면 또 다시
사랑에 빠질테니까

그만 생각하고 싶은데
그게 안되겠지
그만 정리하고 싶은데
많이 힘들겠지

나 지금 많이 흔들려
안될거 알면서도 너에게 가고싶어
지금 많이 어지러워
바라만 봐야하는 지금이 너무 싫어

너와 나눴던 모든 대화
잊고 싶지가 않아
소중했던 너와의 시간들
벌써 그리워

나 지금 많이 흔들려
안될거 알면서도 너에게 가고싶어
지금 많이 어지러워
바라만 봐야하는 지금이 너무
싫어",balad
81,81,흐른다 (Feat. 서연),수정,"슬픔을 참을 때 심장이 조여오는 이 기분
세상과 다른 땅 위에
내 감정 한 부분 파내니
물웅덩이가 고여온다

가슴이 아려오는
이 눈물이 내 맘을 지나
깊게 파인 내 가슴으로
그 가슴에 흘러가는
이 눈물이 아파져오는
그런 날
그대에게

눈물이 흐른다
너에 눈에서 살고 있던 그 감정이
흐른다
나의 맘에 모여있던 그 감정이다
세상과 다른 눈
세상과 다른 마음으로 우린
그렇게

가슴이 아려오는
이 눈물이 내 맘을 지나
깊게 파인 내 가슴으로
그 가슴에 흘러가는
이 눈물이 아파져오는
그런 날
그대에게

눈물이 흐른다
너의 눈에 서 살고 있던 감정이
흐른다
나의 맘에 모여있던 그 감정이다
세상과 다른 눈
세상과 다른 맘으로 우린
그렇게

내 가슴이 아파와도
너에게 흐르는 이 감정이
진심이었었고
그렇게 흘러가는
우리가

눈물이 흐른다
너의 눈에서 살고 있던 감정이
흐른다

나에 맘에 모여있던 그 감정이다

세상과 다른 눈
세상과 다른 맘으로
우린 그렇게

흐른다",balad
82,82,제주별,버킷걸,"제주도 별 보러 우리 함께 떠나요
싱그러운 바람이 날 유혹하네요
금빛 모래 춤추는 해변으로 가요
갈곳은 많은데 설레는 내 마음

지치고 힘들 땐 떠나가봐요
답답한 도시 떠나 설레는 제주여행
올레길 걸으며 오늘 하루도 행복한 맘
내 마음 오늘 제주가 좋은날

사랑하는 여인과 함께 떠나요
설레는 마음으로 고백할게요
우리 둘만의 추억 간직할게요
떨리는 내 마음 사랑 고백할거야

제주도 별 보러 우리 함께 떠나요
싱그러운 바람이 날 유혹하네요
금빛 모래 춤추는 해변으로 가요
갈곳은 많은데 설레는 내마음
여기오길 잘했어 제주가 좋은날",balad
83,83,봄의 이야기,변정석,"거리를 수놓은 투명한 벚꽃잎
새하얀 겨울왕국의 녹아내린 꿈
삭막함을 덮어버린 핑크빛
너와 함께 걷고 싶어

낮이면 너의 향기 흩날리고
밤의 가로등 빛 조차 화려해보여
서로를 바라보고 있을 땐
마치 모든게 멈춘듯 해

너와 나, 이 길을 걸으며
벚꽃이 춤추는 모습을 보네
너와 나, 만들어가는 봄의 이야기
마법 같은 시간, 벚꽃 아래에서
봄의 속삭임에 눈을 떠

흐드러진 꽃잎 사이로
너의 미소가 봄날을 더 빛나게 해
마음 깊은 곳의 서툴던 마음도
따스하게 녹아내려

너와 나, 이 길을 걸으며
벚꽃이 춤추는 모습을 보네
너와 나, 만들어가는 봄의 이야기
마법 같은 시간, 벚꽃 아래에서
봄의 속삭임에 눈을 떠

시간이 흘러도 변치 않는 약속
벚꽃이 지고 나면, 다시 만날 그날까지

너와 나, 이 길을 걸으며
벚꽃이 춤추는 모습을 보네
너와 나, 만들어가는 봄의 이야기
마법 같은 시간, 벚꽃 아래에서

너와 나, 손 잡고 가는 길
한 걸음 한 걸음, 꽃길을 걸어
너와 나, 펼쳐지는 봄의 이야기
마법 같은 시간, 여기 이 곳에서",balad
84,84,백야,김필,"너와 내가 떠난
이 알 수 없는 여행
너를 바라보다 잠이 들었는데
밤이 찾아와도 어둠이 내리지 않는
이 꿈같은 곳으로 날 데려온 거야
빛나는 하늘과 떨리는 두 손과
나를 바라보는 너의 그 깊은 미소가
난 울지 않을래 피하지 않을래
어둠 속의 빛으로 넌 내게 머물러
날아가는 새들 길을 묻는 사람들
모든 것이 아직 잠들지 않았네
어둠 속에 묻혀 있던
빛나던 이 땅 모두가
꿈같은 세계로 빛을 내고 있구나
빛나는 하늘과 떨리는 두 손과
나를 바라보는 너의 그 깊은 미소가
난 울지 않을래 피하지 않을래
어둠 속의 빛으로 넌 내게 머물러
오 그대는 보리
오 우리는 만나리
오 지지 않으리
오 날아가는 새들
길을 묻는 사람들
모든 것이 아직 잠들지 않았네
어둠 속에 묻혀있던
빛나던 이 땅 모두가
꿈같은 세계로 빛을 내고 있구나
빛나는 하늘과 떨리는 두 손과
나를 바라보는
너의 그 깊은 미소가
난 울지 않을래 피하지 않을래
어둠 속의 빛으로
넌 내게 머물러
너와 내가 떠난 이 알 수 없는 여행",balad
85,85,음(mm) (with 조연호),윤종신,"널 볼 때면 내게 일어나는 작은 변화
어느새 난 음들을 흥얼거리는 걸
리드믹 하게 떨리는 맘
나즈막하게 바라는 말
너에게 한걸음 다가가고픈 mmmmm
사랑이라 말하기에는 아직은 일방적인 것

미뤄두었던 내 고백의 그 순간이
얼마 남지 않은 걸 내 심장의 리듬은
다른 곳을 바라볼 때도
너의 형체를 신경 쓰던
속일 수 없이 터질 것 같았던 mmmmm
사랑이 아니라고 하기엔 아무 반박할 수 없는

몰라 널 어떻게 해야 할지 난 몰라
달라 넌 내가 대했던 사람들과
수없이 썼다 지웠다 반복했던 말들 속에
답이 있겠지 그걸 몰라

알아 넌 내 맘속을 떠나지 않아
불러 너 떠오르던 그 노래들을
그 한 음 한 음 속에 너를 꾹꾹 담아 넣으면
mm 더 보고 싶어져

넌 사랑을 많이 해봤니
그냥 그랬으면 더 좋을 것 같아서
그럼 더 잘 알 것 같아서 나만큼 널 사랑한
이렇게 미련토록 끙끙 앓는 날

몰라 널 어떻게 해야 할지 난 몰라
달라 넌 내가 겪었던 사람들과
수없이 썼다 지웠다 반복했던 말들 속에
답이 있을까 이젠 몰라

알아 넌 내 맘속을 떠나지 못해
불러 너 떠오르던 그 노래들을
그 한 음 한 음 속에 너를 꾹꾹 담아 넣으면
mm 더 보고 싶어져
mm 더 보고 싶어져",balad
86,86,걷는 밤,알리 (ALi),"흩날리는 꽃잎들이 홀로 우는 밤
사라져 간 추억들 기워 만든 길
걸음마다 사락사락 내려앉아
내 두 발 아랜 희미해진 꽃잎만이

그 봄날 안에 피어난 꿈조차
한번 품어본 기억 없이 저문 나날

애가 타도록 돌아봐도 돌아서도
돌아오지 않는 잃어버린 계절들
어둠 속에서 헤매이던 두 눈 안엔
오직 시든 꽃잎만이 담기네

그 숨결 안에 살았던 기억이
온몸 가득히 차오르고 흐르는데

목이 타도록 불러보고 불러봐도
되돌릴 수 없는 잃어버린 그 온기
어둠 속에서 헤매이던 두 눈 안엔
오직 시든 꽃잎만이 담기네

흩날리는 꽃잎들을 밟고 걷는 밤
사락사락 내려앉는 져버린 꽃",balad
87,87,잘 지내고 있니,소연 (LABOUM),"어느날 가슴이 꽉 막혀 왔어
여전히 널 못 잊는 습관인 듯 해
잘 지내다가 가끔 왜 이러는지 몰라

우연히 방 한쪽을 정리하다
우리가 담긴 사진 한장을 봤어
그 속에 우리 둘은
누구보다 행복해 보였어

잘 지내고 있니
우리의 인연은 끝이 났지만
너와 함께 했던 모든 날들
눈이 부시게 사랑해줘서
참 고마웠어

꽤 오랜 시간이
지나고 언젠가 우연히 만나면
웃으며 인사는 못해도
너의 뒷모습에라도
맘으로 손을 흔들며 보낼게

밤마다 시간가는 줄 모르고
전활 붙잡고 떠들어 대던 우리
유난히 더 생각 나
오늘따라 맘이 좀 이상해

잘 지내고 있니
우리의 인연은 끝이 났지만
너와 함께 했던 모든 날들
눈이 부시게 사랑해줘서
참 고마웠어

꽤 오랜 시간이
지나고 언젠가 우연히 만나면
웃으며 인사는 못해도
너의 뒷모습에라도
맘으로 손을 흔들며 보낼게

나보다 좋은 사람과 행복하길 바래
난 아직 다른 사랑은 못하겠어
내겐 어려운 일이라서

사실은 나 말야
조금도 널 지우지 못하겠어
어딜 봐도 니 흔적이 보여
혼자 울다가 애써 웃다가
늘 반복했어

꽤 오랜 시간이
지나고 언젠가 우연히 만나면
웃으며 인사는 못해도
너의 뒷모습에라도
맘으로 손을 흔들며 보낼게",balad
88,88,안아줘,훈민제빛,"내 앞에 놓인 자리
그때의 모습까지 여태 그대로야
what I had is gone
like a hard stone
나의 시계만 멈춰가

어느샌가 더
견디기 힘들어
이젠 낮과 밤 어디에서도

이대로 무뎌질까
그저 날 위해 울었지만
꿈꿔왔던 건 아무런 후회도

없어 and I’ll be there
내 상처 위에
뜨거운 눈물로 채워질 때까지
runnin’ and runnin’ and running
I’ll be there
말없이 내 곁에
있어줬던 네가 고마워
이 길의 끝에서 날 안아줘

새까맣게 물들어 가
몇 발짝 걷다가 내 발끝은 길 잃었나
내 말 좀 들어봐
기대 설 곳 없어
I got a thorn (thorn)
기억은 따갑고 시려워
가벼운 시련도

어느샌가 더
감추기 힘들어
이젠 낮과 밤 어디에서도
Sometimes I cry

이대로 무뎌질까
그저 날 위해 울었지만
포기하지 않았던 나 후회도

없어 and I’ll be there
내 상처 위에
뜨거운 눈물로 채워질 때까지
runnin’ and runnin’ and running
I’ll be there
말없이 내 곁에
있어줬던 네가 고마워
이 길의 끝에서 날 안아줘

걸어간다 좀 늦더라도
빛을 따라 꿈을 위해서
워어어어어어
워어어어어어
(꿈을 위해서)
걸어간다 오늘 하루도
쓰러질까 두렵다해도
지켜줬던 네가 고마워
이 길의 끝에서 날 안아줘",balad
89,89,그리움은 불시에,한경일,"아침에 힘겹게 눈을 뜰 때도
세수를 하고 거울을 바라볼 때도
네가 그리운 마음은 불시에 나를 찾아와
행복했던 기억에 잠겨 온종일 네 생각만 해
눈이 가는 모든 곳에 손이 닿는 모든 곳에
날 보고 웃는 너의 모습이 아른거려 와
너무 보고 싶은 마음 한켠에 넌 어떻게 지내는지
난 온종일 네 생각하다 하루가 지나가
밥 한 끼를 대충 때울 때마저도
창밖의 날씨를 확인할 때마저도
네가 그리운 마음은 또 불시에 날 찾아와
전부였던 기억이 나를 또 물들여놓지
눈이 가는 모든 곳에 손이 닿는 모든 곳에
날 보고 웃는 너의 모습이 아른거려 와
너무 보고 싶은 마음 한켠에 넌 어떻게 지내는지
난 온종일 네 생각하다 하루가 지나가
너와 함께 했던 수많았던 날이
너무 선명하게 가슴에 남아서
네가 있던 이곳에 함께 했던 모든 곳에
날 안아주던 너의 모습이 아른거려 와
너를 놓지 못한 마음 한켠에 넌 어떻게 지내는지
넌 또다시 찾아와 그리움은 불시에",balad
90,90,사랑해 사랑해 (feat. 림호),에스프레소,"사랑해 사랑해 언제나 너를 사랑해
이 마음 변하지 않을 거야
이 세상 모든 것을 다 준대도 절대로 너와는 바꿀 수 없어 사랑해

내 맘을 표현할 수 있는 단 한마디는 사랑해 세 글자뿐야
다른 말로 대신한다면 딱히 떠오르지 않아 그 말 밖엔

아침에 눈을 떠도 잘 때 눈을 감아도 온종일 너만 생각하는 나
이루 말할 수 없이 벅찬 가슴 널 떠올리기만 해도 난 좋아

사랑해 사랑해 언제나 너를 사랑해
이 마음 변하지 않을 거야
이 세상 모든 것을 다 준대도 절대로 너와는 바꿀 수 없어 사랑해

변하지 않는 것은 없대 가끔 두려워 슬퍼지기도 하지만
그럴 때마다 난 다짐해 영원히 변하지 않을 거야 이 마음

꿈을 꾸는 것 같아 너와 함께 있으면 구름 위를 걷는 기분이야
이루 말할 수 없이 벅찬 가슴 널 떠올리기만 해도 난 좋아

사랑해 사랑해 언제나 너를 사랑해
이 마음 변하지 않을 거야
이 세상 모든 것을 다 준대도 절대로 너와는 바꿀 수 없어 사랑해

사랑해 사랑해 언제나 너를 사랑해
영원히 내 곁에 있어줘
오랫동안 우리 둘 행복한 시간들만 계속됐으면 좋겠어 사랑해

사랑해 사랑해 언제나 너를 사랑해
이 마음 변하지 않을 거야
이 세상 모든 것을 다 준대도 절대로 너와는 바꿀 수 없어 사랑해",balad
91,91,내게 오는 그 길에,란 (RAN),"조심스럽게 말했죠 그대만 보면 아득한 내 맘
처음부터 그런걸요 숨기기 힘든 이런 감정 사랑이죠

천천히 그대 내게로 와줘요 오랜 시간 걸린대도 오면 돼요
내게 오는 그 길에 사랑 하나만 가지고 오면 돼요

눈물 참으며 전했죠 그대가 없는 허전한 가슴
매일같이 그런걸요 모든 게 너로 보인 하루

천천히 그대 내게로 와줘요 오랜 시간 걸린대도 오면 돼요
내게 오는 그 길에 사랑 하나만 가지고 오면 돼요

조금씩 그대 내게로 와줘요 언제 올지 모른대도 괜찮아요
내게 올 수 있다면 그대 사랑이 나라고 말해줘요",balad
92,92,관계(2017),주용정,"우리가 그때 그렇게 만나면 괜찮았을텐데
생각이 많던 나라서 좀 많이 힘들었을텐데
그래도 적지않은 시간을 나와 보내준 너
그대에게 난 어떤 사람인지

사실, 한번도 그대 생각 안한건 아닌데
그저 자연스레 옆에 있어주길 바랬는데
그대가 바라는 만큼 내가 채우질 못해서
지금 그대 맘은 좀 괜찮은가요

단 한순간의 사랑도 나누지 못한 난
그걸 또 어떻게 해야할지 모르고
구름 낀 하늘만 빤히 바라보다
그렇게 우리는 멀어져 가네요

그렇게 멈춰있던 시간들은 흘러만 갔고
모두 자연스레 그때 일들은 잊혀져만 가고
이제 전보다 더 나은 사람이 된 것 같은데
이렇게 하는게 정말 맞는건지..

단 한 사람의 마음도 보듬지 못한 난
수많은 날 동안 헛 살았던 나라서
애쓰는 그대만 빤히 바라보다
결국 아무것도 못하고 있네요

다음 그 사람에게는 잘할 수 있을까
사람은 절대 변하지 않는 거라서
똑같은 길들만 계속 걸어가다
그렇게 나는 또 혼자로 있네요

그렇게 시간은",balad
93,93,어떤 날 (Vocal by COLORMAN),비공일호 (B01),"바람이 불어와 마음을 흔들어놓으면
가라앉았던 내 마음은 다시금 어질러져

평범한 날들에 가려져 있었던 날 힘들게했던 아픔이
아무것도 할수없게 물들어서 그날의 상처로 짙어져

커다란 어둠이 다시 드리워 나를 가둬두고 oh 다시
아무것도 볼수도 만질수도 없는 세상에 날 가둬두네

저기 저멀리서 반짝이는 별 빛은
나는 닿을 수 없는 알수없는 행복일거야

평범한 밤 하늘 언제나 그곳에 날 향해빛나던 별들은
바라볼수록 나를 더 외롭게해 그날의 나로 되돌아가

커다란 어둠이 다시 드리워 나를 가둬두고 oh 다시
아무것도 볼수도 만질수도 없는 세상에 날 가둬두네

커다란 어둠이 다시 드리워 나를 가둬두고 oh 다시
아무것도 볼수도 만질수도 없는 세상에 날 가둬두네",balad
94,94,Prettily (Vocal MP3),고3 형민,"외톨이 산소와 외톨이 수소가
만나 물이 됐어요
이젠 목마를 일 없어요
아주 맘에 들어요
손잡고 보란듯이
어디든 갈 수 있어요
순순히 낮게낮게
갈 거예요
반가이 귀하게
갈거예요
벅차오르지만
스렁스렁 갈거예요
막히면 기다리고
돌아갈 거예요
나의 허니랑
아낌없이 베풀거예요
이젠

Hand in hand and hand in hand
can go anywhere confidence
walk and low and
steadily with my honey
I will share beatiful dream
with my honey
close eyes listen with my honey
always have fun with my honey
I will always be with my honey
from now on
from now on
now on",balad
95,95,가을 그리고 겨울 다음 봄,김윤오,"기다리고 기다려도
안된다는걸 알아

같이 봤던 꽃이 시들어가

겉옷을 꺼내 입었어
추운 겨울 올까봐

내가 봄이 되길 바랬어
너에게 봄이 되질 못해서
미안해
맘이 자꾸 쓰여서
밤이 너무 너무 쓰려서
미안해. 미안해

그 때 기억나
우스운 선물에 함박 웃음짓던 너
알고있어 이젠 그것도
다신 돌아오지 않을걸 알아

괜찮을줄 알았어
이별도 없던것처럼
내가 봄이 되길 바랬어
너에게 봄이 되질 못해서 미안해
맘이 자꾸 쓰여서
밤이 너무 너무 쓰려서
미안해. 봄이 되길 바랬어
너에게 봄이 되질 못해서
미안해 맘이 자꾸 쓰여서
밤이 너무 너무 쓰려서

봄이 다시올까
그 봄은 예전 같을까
자신이 없어

차라리 사라질까봐
나 혼자 아픔 되잖아
차라리 잘 된거야

널 다시 보고싶어
하지 못한 말이 있어

내가 봄이 되길 바랬어
너에게 봄이되질 못해서
미안해 맘이 자꾸 쓰여서
밤이 너무 너무 쓰려서
내가 봄이 되길 바랬어
너에게 봄이되질 못해서
미안해 맘이 자꾸 쓰여서
밤이 너무 너무 쓰려서
미안해. 미안해.",balad
96,96,잊혀진 꿈 아쉬움 위로 (Feat. Easther.P),아이럴 (ilull),"시작은 늘 어렵고 마음은 더 불안해도
당신을 바라볼 수 있어서
다시 또 힘을 내 걸어가요

견딜 수 없이 힘든 하루도 (견딜 수 없이 힘든 하루도)
해결되지 못한 문제들도

그대가 내 곁에 있어주면
아무것도 아니에요
당신의 사랑이 날 안아준다면

난 날아올라 (날아올라)
세상의 높은 벽들 그 (날아올라) 두려움 위로
짙은 구름 헤치고
찬란한 햇살 가득한 곳으로

견딜 수 없이 힘든 하루도 (말하지 못했던 그 아픔도)
해결되지 못한 문제들도

그대가 내 곁에 있어주면
아무것도 아니에요
당신의 손길이 날 잡아준다면

난 날아올라 (날아올라)
잊혀진 나의 꿈들 그 (날아올라) 아쉬움 위로
지금 보지 못해도
오늘 하루만큼 내 길 끝까지

넌 너무 늦었다 해도
그만큼 더 자라난 날개로
더 높이 올라
내 앞을 가로막은 그 막막함 위로

난 날아올라 (날아올라)
세상의 높은 벽들 그 (날아올라) 두려움 위로
짙은 구름 헤치고
찬란한 햇살 가득한 곳으로

날아올라 (날아올라)
잊혀진 나의 꿈들 그 (잊혀진 꿈들) 아쉬움 위로
지금 보지 못해도
오늘 하루만큼 내 길 끝까지

시작은 늘 어렵고
마음은 더 불안해도
당신을 바라볼 수 있어서
다시 또 힘을 내 걸어가요",balad
